Name,Description,r-testis
ENSG00000198707.14,CEP290,0.182171099
ENSG00000079101.16,CLUL1,0.182125401
ENSG00000230580.1,AC021016.7,0.182104259
ENSG00000234161.1,PABPC5-AS1,0.182081807
ENSG00000244593.1,RP11-685B14.1,0.182072835
ENSG00000248109.2,CTC-295J13.3,0.182070191
ENSG00000119041.10,GTF3C3,0.182009465
ENSG00000275325.4,PDCD6IPP1,0.181999518
ENSG00000143702.15,CEP170,0.181969705
ENSG00000217835.3,RP6-159A1.2,0.181934596
ENSG00000271874.1,CTD-2024P10.2,0.181898928
ENSG00000259235.1,RP11-605F22.2,0.181885479
ENSG00000234438.3,KBTBD13,0.181830505
ENSG00000259746.1,HSPE1P3,0.181775021
ENSG00000229442.2,THEMIS3P,0.181749707
ENSG00000198841.3,KTI12,0.18174795
ENSG00000271153.1,RPL23AP88,0.181712037
ENSG00000244239.1,AC007009.1,0.181640942
ENSG00000250656.2,ST3GAL1P1,0.181632037
ENSG00000096401.7,CDC5L,0.181622737
ENSG00000273933.1,RP11-48O20.5,0.181522257
ENSG00000233626.2,RP11-565J7.1,0.181480655
ENSG00000278129.1,ZNF8,0.181471982
ENSG00000268912.1,CTD-2619J13.17,0.181466119
ENSG00000134001.12,EIF2S1,0.181418746
ENSG00000186272.12,ZNF17,0.181357185
ENSG00000186185.13,KIF18B,0.181294204
ENSG00000179715.12,PCED1B,0.181239319
ENSG00000236965.4,OR52N3P,0.181233756
ENSG00000137745.11,MMP13,0.181111282
ENSG00000261126.7,RBFADN,0.181101951
ENSG00000254768.5,CTD-2140G10.2,0.181038812
ENSG00000243107.1,AC000120.7,0.181011717
ENSG00000116176.6,TPSG1,0.181011381
ENSG00000274653.1,RP11-347C12.11,0.181004597
ENSG00000168228.14,ZCCHC4,0.180947913
ENSG00000082898.16,XPO1,0.180904869
ENSG00000267919.1,RP11-256I23.3,0.180892372
ENSG00000189319.13,FAM53B,0.180861463
ENSG00000120071.13,KANSL1,0.180814505
ENSG00000138081.20,FBXO11,0.180801912
ENSG00000233382.6,NKAPP1,0.180784196
ENSG00000280707.2,RP11-568A7.4,0.180706913
ENSG00000016391.10,CHDH,0.180706179
ENSG00000116212.14,LRRC42,0.180577966
ENSG00000113716.12,HMGXB3,0.180563704
ENSG00000169919.16,GUSB,0.180553435
ENSG00000168438.14,CDC40,0.180529787
ENSG00000167165.18,UGT1A6,0.180496271
ENSG00000231345.3,BEND3P1,0.180482054
ENSG00000256087.6,ZNF432,0.180466612
ENSG00000240622.1,RPL7P15,0.18045729
ENSG00000272405.1,RP11-284F21.10,0.180420734
ENSG00000255438.2,CTD-2653D5.1,0.180412068
ENSG00000257542.4,OR7E47P,0.180410698
ENSG00000171940.13,ZNF217,0.180400109
ENSG00000249484.8,LINC01470,0.180378047
ENSG00000117000.8,RLF,0.180372342
ENSG00000198130.15,HIBCH,0.180332617
ENSG00000172350.9,ABCG4,0.180321256
ENSG00000266983.1,CTC-232P5.1,0.180295704
ENSG00000184319.15,RPL23AP82,0.180246379
ENSG00000280389.1,RP11-512M8.11,0.180222466
ENSG00000116906.11,GNPAT,0.180178456
ENSG00000277545.1,RP11-73M11.3,0.180114157
ENSG00000224470.7,ATXN1L,0.180091396
ENSG00000148344.10,PTGES,0.180017999
ENSG00000267151.5,MIR2117HG,0.179981799
ENSG00000147481.14,SNTG1,0.179971288
ENSG00000163626.16,COX18,0.179930354
ENSG00000271664.1,RP4-800G7.3,0.179924077
ENSG00000225921.6,NOL7,0.179901685
ENSG00000189292.15,ALKAL2,0.179865994
ENSG00000259268.1,AC007950.1,0.179856165
ENSG00000124535.15,WRNIP1,0.179845288
ENSG00000249797.1,LINC02147,0.179805727
ENSG00000101745.16,ANKRD12,0.179786551
ENSG00000250371.1,RP11-22A3.2,0.179760257
ENSG00000229196.3,RP11-775D22.2,0.179682273
ENSG00000269896.2,RP4-740C4.5,0.179676138
ENSG00000254872.3,RP13-870H17.3,0.179628365
ENSG00000166947.11,EPB42,0.17956686
ENSG00000157916.19,RER1,0.179561284
ENSG00000261161.1,RP11-58A18.1,0.179535822
ENSG00000173335.4,CST9,0.179526959
ENSG00000279908.1,RP11-325I22.3,0.179520581
ENSG00000188234.13,AGAP4,0.179440035
ENSG00000173933.19,RBM4,0.179356692
ENSG00000170471.14,RALGAPB,0.179344464
ENSG00000214280.3,RP11-553K23.2,0.179281873
ENSG00000168268.10,NT5DC2,0.179279795
ENSG00000143374.16,TARS2,0.179255537
ENSG00000105650.21,PDE4C,0.179251838
ENSG00000229163.2,NAP1L1P2,0.179200494
ENSG00000213918.10,DNASE1,0.179168146
ENSG00000223960.6,AC009948.5,0.179139843
ENSG00000277863.1,RP11-282A11.4,0.179067934
ENSG00000111981.4,ULBP1,0.179054229
ENSG00000259926.1,RP11-44F14.5,0.179049983
ENSG00000270880.1,RP11-255E6.5,0.178959354
ENSG00000234337.4,RP11-297L17.6,0.178957977
ENSG00000092098.16,RNF31,0.178951441
ENSG00000230547.1,HMGB1P11,0.17893758
ENSG00000280062.1,LA16c-380F5.1,0.178903122
ENSG00000203416.3,FAM32BP,0.178868549
ENSG00000279432.1,RP11-135N5.3,0.17881858
ENSG00000152944.8,MED21,0.178745663
ENSG00000273064.1,RP11-474G23.3,0.178743524
ENSG00000162997.15,PRORSD1P,0.178733589
ENSG00000250410.1,RP11-714G18.1,0.178725638
ENSG00000266786.1,LGALS9DP,0.178717498
ENSG00000100664.10,EIF5,0.178712474
ENSG00000218313.1,RP11-393I2.2,0.178711856
ENSG00000080839.11,RBL1,0.178708614
ENSG00000283517.1,RP11-465C12.1,0.178688836
ENSG00000252743.1,RNU6-850P,0.178670836
ENSG00000278831.1,RP11-12J10.4,0.178623089
ENSG00000136122.15,BORA,0.178617177
ENSG00000120885.21,CLU,0.178607864
ENSG00000141858.11,SAMD1,0.178538992
ENSG00000257507.1,RP11-956E11.1,0.17851964
ENSG00000272232.2,RN7SL726P,0.178490803
ENSG00000227815.2,RP11-195C7.3,0.178473322
ENSG00000163933.9,RFT1,0.178465059
ENSG00000005175.9,RPAP3,0.178392195
ENSG00000183530.13,PRR14L,0.1783762
ENSG00000124228.14,DDX27,0.178272316
ENSG00000272686.1,RP11-390E23.6,0.178267258
ENSG00000228751.1,AC004022.8,0.178213394
ENSG00000236289.2,GACAT3,0.178197737
ENSG00000279227.1,AC009303.2,0.178181389
ENSG00000272711.1,RP11-259N19.1,0.178157702
ENSG00000257790.1,EIF4A1P4,0.178141737
ENSG00000234271.1,RP1-138B7.4,0.178101327
ENSG00000260276.2,RP11-77H9.2,0.178099953
ENSG00000203739.3,RP11-296O14.3,0.178088716
ENSG00000125503.12,PPP1R12C,0.178019702
ENSG00000279554.1,CTA-113A6.2,0.177923933
ENSG00000144331.18,ZNF385B,0.177910171
ENSG00000267346.1,EIF5AP3,0.177893666
ENSG00000259515.1,RP11-365N19.2,0.177880025
ENSG00000102738.7,MRPS31,0.177869008
ENSG00000141452.9,C18orf8,0.177803755
ENSG00000235016.1,SEMA3F-AS1,0.177784778
ENSG00000101158.13,NELFCD,0.177749804
ENSG00000272787.1,KB-226F1.2,0.177747404
ENSG00000271858.5,CYB561D2,0.177741405
ENSG00000183621.15,ZNF438,0.177732177
ENSG00000252892.1,RNU6-548P,0.177721661
ENSG00000205710.3,C17orf107,0.177696325
ENSG00000229591.1,RP5-981O7.2,0.177650801
ENSG00000236438.7,FAM157A,0.17764835
ENSG00000166532.15,RIMKLB,0.177548148
ENSG00000104938.16,CLEC4M,0.177539779
ENSG00000131437.15,KIF3A,0.177523124
ENSG00000136485.14,DCAF7,0.177519345
ENSG00000144445.16,KANSL1L,0.177518744
ENSG00000225272.2,RP11-466F5.4,0.177499054
ENSG00000142207.6,URB1,0.177486615
ENSG00000283031.1,RP11-557N21.1,0.177454328
ENSG00000164411.11,GJB7,0.177365416
ENSG00000215068.7,AC025171.1,0.177335979
ENSG00000178802.17,MPI,0.177308108
ENSG00000224805.2,LINC00853,0.177293324
ENSG00000277767.1,RP11-365P13.5,0.177273213
ENSG00000271828.1,CTD-2310F14.1,0.177266572
ENSG00000174332.5,GLIS1,0.177218291
ENSG00000184368.15,MAP7D2,0.177213602
ENSG00000213189.5,BTF3L4P2,0.177212084
ENSG00000188039.13,NWD1,0.177183257
ENSG00000243445.1,RP11-715J22.1,0.17717506
ENSG00000226604.2,PAPPA-AS2,0.177171517
ENSG00000182150.15,ERCC6L2,0.177143346
ENSG00000267589.1,CTC-232P5.4,0.177140956
ENSG00000237351.1,CTD-2522E6.4,0.177112408
ENSG00000132510.10,KDM6B,0.177094138
ENSG00000258558.1,RP11-159L20.2,0.177050655
ENSG00000189275.3,LINC01164,0.177010551
ENSG00000243083.5,LINC00870,0.176975704
ENSG00000175213.2,ZNF408,0.176969944
ENSG00000156253.6,RWDD2B,0.176921156
ENSG00000240857.1,RDH14,0.176811637
ENSG00000262039.1,RP11-81K2.1,0.1767112
ENSG00000143457.10,GOLPH3L,0.176673427
ENSG00000225973.3,PIGBOS1,0.176665993
ENSG00000264273.1,CTD-2145A24.4,0.176665405
ENSG00000231655.1,AC011742.3,0.176611962
ENSG00000236035.2,RP11-90O23.1,0.176593127
ENSG00000279712.1,CTA-280A3.2,0.176537999
ENSG00000260352.1,CTD-2288F12.1,0.176457991
ENSG00000275197.1,RP11-295I5.4,0.176434057
ENSG00000240497.2,RP11-185E8.1,0.176361866
ENSG00000257925.1,RP11-493L12.3,0.176360484
ENSG00000152253.8,SPC25,0.176308942
ENSG00000231069.1,BX842568.4,0.176290208
ENSG00000262075.3,DKFZP434A062,0.176286028
ENSG00000115825.9,PRKD3,0.176285295
ENSG00000100442.10,FKBP3,0.176246313
ENSG00000264012.1,RP11-627G18.2,0.176220512
ENSG00000170191.4,NANP,0.176202479
ENSG00000066827.15,ZFAT,0.176117251
ENSG00000152465.17,NMT2,0.176107961
ENSG00000269924.1,RP11-697N18.4,0.176064971
ENSG00000263648.1,RP11-471L13.3,0.176063882
ENSG00000152926.14,ZNF117,0.176028388
ENSG00000185019.16,UBOX5,0.17599345
ENSG00000179950.13,PUF60,0.175905491
ENSG00000067596.10,DHX8,0.175902115
ENSG00000272814.1,RP11-15I20.1,0.1758617
ENSG00000278540.4,ACACA,0.175860465
ENSG00000157036.12,EXOG,0.175847068
ENSG00000038002.8,AGA,0.175844887
ENSG00000260035.1,CTD-2651B20.6,0.175788056
ENSG00000218428.1,NIP7P3,0.175787949
ENSG00000236577.1,SNRPGP14,0.175522178
ENSG00000278367.1,RP11-42O4.2,0.17547933
ENSG00000120800.4,UTP20,0.175468211
ENSG00000249295.1,RP11-241G9.3,0.175413103
ENSG00000242951.1,RP11-507E23.1,0.175400563
ENSG00000022840.15,RNF10,0.175392005
ENSG00000250988.7,SNHG21,0.17538948
ENSG00000164080.13,RAD54L2,0.175378841
ENSG00000188486.3,H2AFX,0.175360637
ENSG00000150779.11,TIMM8B,0.175328179
ENSG00000225366.4,TDGF1P3,0.175312754
ENSG00000145826.8,LECT2,0.175292217
ENSG00000174156.14,GSTA3,0.175284519
ENSG00000231107.1,LINC01508,0.175268167
ENSG00000227799.1,AC012358.4,0.175256589
ENSG00000176054.6,RPL23P2,0.17525266
ENSG00000236772.1,RP5-1184F4.5,0.175210402
ENSG00000178026.12,LRRC75B,0.175136805
ENSG00000255310.2,AF131215.2,0.175089724
ENSG00000226953.7,AC010890.1,0.17506596
ENSG00000139842.14,CUL4A,0.175062877
ENSG00000278535.4,DHRS11,0.175043324
ENSG00000238227.7,C9orf69,0.175013754
ENSG00000198258.10,UBL5,0.174979255
ENSG00000126088.13,UROD,0.174953772
ENSG00000256116.1,RP11-783K16.14,0.174892449
ENSG00000241720.2,RP4-735C1.4,0.174853827
ENSG00000204982.3,PRSS3P4,0.174814553
ENSG00000266644.1,RP11-927P21.2,0.174801973
ENSG00000251348.1,HSPD1P11,0.174720042
ENSG00000075914.12,EXOSC7,0.174717028
ENSG00000215041.9,NEURL4,0.174691034
ENSG00000149212.11,SESN3,0.17466435
ENSG00000099991.17,CABIN1,0.174600326
ENSG00000280388.1,RP11-229D13.3,0.174582867
ENSG00000256538.1,RP11-847H18.3,0.174545764
ENSG00000273327.1,OR6L2P,0.174516148
ENSG00000092621.11,PHGDH,0.174469412
ENSG00000279330.1,AJ003147.11,0.174436523
ENSG00000226688.6,ENTPD1-AS1,0.174374952
ENSG00000260951.1,RP5-978I12.1,0.174358248
ENSG00000213995.11,NAXD,0.174315003
ENSG00000205143.2,ARID3C,0.174306141
ENSG00000151748.14,SAV1,0.17429834
ENSG00000224521.1,RP11-438F14.3,0.174266398
ENSG00000227306.1,AP006285.6,0.1742628
ENSG00000176473.13,WDR25,0.174260604
ENSG00000127054.20,INTS11,0.174238756
ENSG00000216802.1,RP11-390P2.2,0.174231027
ENSG00000207652.1,MIR621,0.174212688
ENSG00000124224.16,PPP4R1L,0.174183312
ENSG00000120685.19,PROSER1,0.17416087
ENSG00000240024.5,LINC00888,0.174133797
ENSG00000161031.12,PGLYRP2,0.174116322
ENSG00000136709.11,WDR33,0.174114715
ENSG00000162086.14,ZNF75A,0.174091774
ENSG00000284024.1,RP11-398C13.8,0.174060255
ENSG00000196456.11,ZNF775,0.174056348
ENSG00000226086.5,EIF3LP3,0.174045351
ENSG00000204152.10,TIMM23B,0.174041939
ENSG00000120963.11,ZNF706,0.17403024
ENSG00000160446.18,ZDHHC12,0.174026594
ENSG00000267046.1,E2F3P1,0.173995732
ENSG00000166484.19,MAPK7,0.173962512
ENSG00000255320.1,RP11-755F10.1,0.173945485
ENSG00000236914.3,LINC01852,0.173945114
ENSG00000249485.1,RBBP4P1,0.173944401
ENSG00000152620.12,NADK2,0.173874684
ENSG00000123201.14,GUCY1B2,0.173854215
ENSG00000226972.2,RPL12P19,0.173781579
ENSG00000271426.1,RP4-718P11.1,0.173698613
ENSG00000250295.6,RDH10-AS1,0.17366418
ENSG00000260005.6,AC027601.1,0.173654213
ENSG00000239480.1,RP11-514P8.2,0.173653959
ENSG00000066735.14,KIF26A,0.173586882
ENSG00000279315.1,RP11-57H14.5,0.173532374
ENSG00000273230.1,RP11-1246C19.1,0.173465911
ENSG00000239713.8,APOBEC3G,0.173444185
ENSG00000099992.15,TBC1D10A,0.173438363
ENSG00000267769.1,CTB-50L17.9,0.173434219
ENSG00000118193.11,KIF14,0.173405251
ENSG00000275017.1,RP11-317B17.4,0.173395879
ENSG00000115289.13,PCGF1,0.173392023
ENSG00000109576.13,AADAT,0.173321354
ENSG00000226087.1,AC106869.2,0.173305296
ENSG00000235194.8,PPP1R3E,0.173291734
ENSG00000169972.11,PUSL1,0.173265008
ENSG00000233247.3,GS1-257G1.1,0.173255544
ENSG00000232059.3,RP11-173A6.2,0.173247548
ENSG00000233864.7,TTTY15,0.173241858
ENSG00000076685.18,NT5C2,0.173200326
ENSG00000268864.4,CTB-167G5.6,0.173199105
ENSG00000229928.1,LINC00400,0.173143742
ENSG00000248112.1,RP11-78C3.1,0.17312653
ENSG00000121335.11,PRB2,0.173008006
ENSG00000182518.13,FAM104B,0.172979069
ENSG00000197345.12,MRPL21,0.172874044
ENSG00000203727.3,SAMD5,0.172847329
ENSG00000140691.16,ARMC5,0.172845719
ENSG00000168916.15,ZNF608,0.172835628
ENSG00000272465.1,RP1-136B1.1,0.172835029
ENSG00000162063.12,CCNF,0.172820093
ENSG00000255250.1,CTD-2005H7.2,0.172734326
ENSG00000250608.1,RP11-933H2.4,0.172716366
ENSG00000105726.16,ATP13A1,0.172667653
ENSG00000204965.8,PCDHA5,0.172664345
ENSG00000258439.1,RP11-173A8.2,0.172636728
ENSG00000259791.1,RP11-14K3.7,0.172578536
ENSG00000182985.17,CADM1,0.172541145
ENSG00000205758.11,CRYZL1,0.172500831
ENSG00000018510.13,AGPS,0.172496604
ENSG00000166803.11,PCLAF,0.172469743
ENSG00000228716.6,DHFR,0.172418442
ENSG00000059378.12,PARP12,0.172384648
ENSG00000138592.13,USP8,0.172360207
ENSG00000204978.2,ERICH4,0.172341165
ENSG00000171222.10,SCAND1,0.172339009
ENSG00000165288.10,BRWD3,0.172322195
ENSG00000163956.10,LRPAP1,0.172294016
ENSG00000163072.15,NOSTRIN,0.172272273
ENSG00000125149.11,C16orf70,0.172245452
ENSG00000139648.6,KRT71,0.17224089
ENSG00000258401.1,RP11-326E7.1,0.172235733
ENSG00000282911.1,DUX4L35,0.172207151
ENSG00000274341.1,RP11-227G15.10,0.172204908
ENSG00000126653.17,NSRP1,0.172174534
ENSG00000235979.8,AC004448.5,0.172167598
ENSG00000269085.1,CTD-3222D19.10,0.172136654
ENSG00000170385.9,SLC30A1,0.172116543
ENSG00000185053.13,SGCZ,0.172079966
ENSG00000266149.1,RP11-789C17.3,0.172014716
ENSG00000135931.17,ARMC9,0.17186186
ENSG00000166199.12,ALKBH3,0.171861305
ENSG00000244509.3,APOBEC3C,0.171797649
ENSG00000255642.1,PABPC1P4,0.171780842
ENSG00000272732.1,RP5-1159O4.2,0.171774825
ENSG00000090621.13,PABPC4,0.171676527
ENSG00000232188.1,RP11-312J18.6,0.171658135
ENSG00000249779.1,RP11-447H19.3,0.171657712
ENSG00000067606.16,PRKCZ,0.171344259
ENSG00000100359.20,SGSM3,0.171306699
ENSG00000106636.7,YKT6,0.171288377
ENSG00000135314.12,KHDC1,0.17128544
ENSG00000181555.20,SETD2,0.171280149
ENSG00000267703.1,CTD-2013N17.4,0.171270729
ENSG00000263787.1,RP11-456D7.1,0.171268611
ENSG00000265800.1,RP11-649A18.5,0.171252668
ENSG00000227047.1,AC012065.4,0.171246279
ENSG00000113300.11,CNOT6,0.171168584
ENSG00000278520.1,MIR7851,0.171110759
ENSG00000171488.14,LRRC8C,0.171101902
ENSG00000164649.19,CDCA7L,0.171058528
ENSG00000273476.1,RP11-108L7.14,0.171048612
ENSG00000145780.7,FEM1C,0.171040418
ENSG00000277310.1,RP11-699C17.1,0.171039237
ENSG00000232891.1,RP11-136K14.1,0.170916516
ENSG00000236144.6,TMEM147-AS1,0.170888468
ENSG00000175087.9,PDIK1L,0.170883772
ENSG00000274364.1,RP3-324O17.7,0.1708746
ENSG00000198089.15,SFI1,0.170817501
ENSG00000164591.13,MYOZ3,0.170740851
ENSG00000185608.8,MRPL40,0.170688712
ENSG00000279544.1,AL133243.4,0.17056874
ENSG00000157212.18,PAXIP1,0.170560338
ENSG00000265542.5,RP11-60A24.3,0.170432573
ENSG00000175455.14,CCDC14,0.170425829
ENSG00000103005.11,USB1,0.170384441
ENSG00000236810.5,ELOA-AS1,0.170371427
ENSG00000223356.1,RP11-66D17.5,0.17033188
ENSG00000231054.1,AC009236.2,0.17030057
ENSG00000143624.13,INTS3,0.170265092
ENSG00000279511.1,RP11-676B18.1,0.170223306
ENSG00000111011.17,RSRC2,0.170213244
ENSG00000214019.2,RP6-218J18.2,0.170200932
ENSG00000175309.14,PHYKPL,0.170159238
ENSG00000264245.1,RP11-822E23.4,0.170139292
ENSG00000063761.15,ADCK1,0.170124027
ENSG00000233695.2,GAS6-AS1,0.169981242
ENSG00000204839.8,MROH6,0.169853809
ENSG00000276043.4,UHRF1,0.169800967
ENSG00000225037.1,EIF1AX-AS1,0.169798216
ENSG00000258930.1,RP5-1163L11.2,0.169774077
ENSG00000127720.7,METTL25,0.169674163
ENSG00000172785.18,CBWD1,0.169599066
ENSG00000189089.5,RIMKLBP1,0.169583197
ENSG00000248356.1,RP11-557J10.4,0.169563113
ENSG00000165097.13,KDM1B,0.169548111
ENSG00000256008.2,RP11-728G15.1,0.169547911
ENSG00000226252.1,RP1-18D14.7,0.169504213
ENSG00000244215.1,LINC02016,0.169480176
ENSG00000150527.16,CTAGE5,0.169474995
ENSG00000254486.1,RP13-631K18.2,0.169415107
ENSG00000230074.1,RP11-195F19.9,0.169374283
ENSG00000282556.1,RP11-304C12.5,0.169373835
ENSG00000183765.20,CHEK2,0.169358848
ENSG00000105722.9,ERF,0.169355711
ENSG00000158158.11,CNNM4,0.169341662
ENSG00000177352.9,CCDC71,0.169301351
ENSG00000272156.1,RP11-477N3.1,0.16923359
ENSG00000186501.14,TMEM222,0.169227446
ENSG00000237489.3,LINC00959,0.169222765
ENSG00000229873.1,OGFR-AS1,0.169198852
ENSG00000169925.16,BRD3,0.169182263
ENSG00000135829.16,DHX9,0.169126816
ENSG00000213131.3,YWHAZP4,0.168973079
ENSG00000167447.12,SMG8,0.1689588
ENSG00000250516.1,RP11-380I10.2,0.168908324
ENSG00000148719.14,DNAJB12,0.168789568
ENSG00000117385.15,P3H1,0.168786557
ENSG00000147439.12,BIN3,0.168773864
ENSG00000105298.13,CACTIN,0.168744468
ENSG00000118705.16,RPN2,0.168727669
ENSG00000259935.1,RP11-519C12.1,0.168725632
ENSG00000231615.2,RP11-296O14.2,0.168723306
ENSG00000204791.9,SMPD5,0.168723191
ENSG00000224577.1,LINC01117,0.168718535
ENSG00000085433.15,WDR47,0.168717908
ENSG00000170473.16,PYM1,0.168680403
ENSG00000235786.1,ZNRF3-IT1,0.168668431
ENSG00000268964.1,ERVV-2,0.168634226
ENSG00000240299.3,RN7SL187P,0.168607543
ENSG00000180900.18,SCRIB,0.168528378
ENSG00000260487.1,RP11-297C4.3,0.16850178
ENSG00000099984.11,GSTT2,0.168497725
ENSG00000229380.1,AC147651.5,0.168486385
ENSG00000278448.1,CTD-2240J17.3,0.168475167
ENSG00000268322.1,BNIP3P25,0.168446521
ENSG00000265753.2,RN7SL444P,0.16842142
ENSG00000259678.1,RP11-707P17.1,0.168402732
ENSG00000275029.1,HMGB1P24,0.168353476
ENSG00000149503.12,INCENP,0.168346021
ENSG00000057019.15,DCBLD2,0.168245973
ENSG00000212899.2,KRTAP3-3,0.168233792
ENSG00000169962.4,TAS1R3,0.16822159
ENSG00000235280.2,MCF2L-AS1,0.168212863
ENSG00000237292.1,LINC01732,0.168208811
ENSG00000237298.9,TTN-AS1,0.168207129
ENSG00000165861.13,ZFYVE1,0.168061404
ENSG00000143155.12,TIPRL,0.168058345
ENSG00000145506.13,NKD2,0.168050889
ENSG00000227133.1,AC011742.5,0.16798007
ENSG00000232377.1,AC016910.1,0.167970348
ENSG00000235351.1,AC114730.11,0.167949919
ENSG00000269886.1,RP11-266J6.2,0.167911523
ENSG00000186301.8,MST1P2,0.167858722
ENSG00000235357.1,LINC01621,0.167785199
ENSG00000100372.14,SLC25A17,0.167715382
ENSG00000164604.12,GPR85,0.1676629
ENSG00000268030.1,AC005253.2,0.167626795
ENSG00000256274.1,TAS2R64P,0.167607018
ENSG00000127838.13,PNKD,0.167589352
ENSG00000136231.13,IGF2BP3,0.167585794
ENSG00000223443.2,USP17L2,0.167578596
ENSG00000213659.4,RSU1P3,0.167557758
ENSG00000109184.14,DCUN1D4,0.167453907
ENSG00000274253.4,RP11-566K19.6,0.167411632
ENSG00000234297.2,RP11-54D18.4,0.167325568
ENSG00000236045.1,RP3-467K16.7,0.167324402
ENSG00000241593.5,RP11-520D19.2,0.167308019
ENSG00000079805.16,DNM2,0.167296387
ENSG00000242267.6,SKINT1L,0.167248384
ENSG00000231731.7,AC010976.2,0.167196637
ENSG00000144827.8,ABHD10,0.167168306
ENSG00000269825.1,CTD-3099C6.9,0.167122465
ENSG00000199313.1,RNU4-82P,0.167065831
ENSG00000255276.1,RRM1-AS1,0.16703205
ENSG00000272721.5,RP11-778D9.12,0.166967048
ENSG00000263862.1,LINC01543,0.166963694
ENSG00000106344.8,RBM28,0.16695597
ENSG00000138678.10,GPAT3,0.166935759
ENSG00000223401.2,RP11-211G3.2,0.166865597
ENSG00000272862.1,RP11-814H16.2,0.166840776
ENSG00000111087.9,GLI1,0.166819648
ENSG00000247228.2,RP11-296I10.3,0.166801381
ENSG00000148337.20,CIZ1,0.166784398
ENSG00000228292.1,RP11-220I1.4,0.166763906
ENSG00000224090.1,AC097468.4,0.166753377
ENSG00000274507.1,RP5-965G21.5,0.166644477
ENSG00000175575.12,PAAF1,0.166629773
ENSG00000255213.1,NPM1P35,0.166615782
ENSG00000167380.16,ZNF226,0.166593175
ENSG00000281664.1,LINC00538,0.166538
ENSG00000250039.3,RP11-17E2.2,0.166460393
ENSG00000227495.1,AC109333.10,0.166389444
ENSG00000139323.13,POC1B,0.166376092
ENSG00000204843.12,DCTN1,0.166353322
ENSG00000116353.15,MECR,0.166332121
ENSG00000230356.1,NCAPD2P1,0.166278847
ENSG00000272024.1,RP11-546K22.3,0.16627227
ENSG00000281406.1,BLACAT1,0.166217726
ENSG00000120549.17,KIAA1217,0.166193558
ENSG00000177150.12,FAM210A,0.166131567
ENSG00000146950.12,SHROOM2,0.166033328
ENSG00000254999.3,BRK1,0.166030699
ENSG00000283897.1,CTB-88F18.5,0.16597219
ENSG00000261346.1,RP11-297C4.2,0.165963321
ENSG00000272047.1,GTF2H5,0.165900927
ENSG00000237612.1,AP002856.7,0.165899681
ENSG00000167562.12,ZNF701,0.165876382
ENSG00000259719.5,RP11-930O11.1,0.165806843
ENSG00000259495.2,RP11-210M15.2,0.165792721
ENSG00000245522.2,RP11-540A21.2,0.165788684
ENSG00000251988.1,RNU4ATAC18P,0.165783822
ENSG00000214321.3,CBX1P4,0.165751554
ENSG00000275516.1,RP11-353N14.7,0.165730676
ENSG00000213370.3,RANP6,0.165686362
ENSG00000274001.1,RP11-5G9.5,0.165684008
ENSG00000167987.10,VPS37C,0.165658841
ENSG00000104219.12,ZDHHC2,0.165635058
ENSG00000006432.15,MAP3K9,0.165619394
ENSG00000165699.13,TSC1,0.165590084
ENSG00000008294.20,SPAG9,0.165556518
ENSG00000157168.18,NRG1,0.16552195
ENSG00000227962.1,RP11-382D8.3,0.16549012
ENSG00000228955.2,RP11-452J6.2,0.165486826
ENSG00000204866.8,IGFL2,0.165478811
ENSG00000080503.22,SMARCA2,0.165437433
ENSG00000254707.1,RP11-35J10.4,0.165427428
ENSG00000154305.16,MIA3,0.165421691
ENSG00000013503.9,POLR3B,0.16541866
ENSG00000198826.10,ARHGAP11A,0.1654163
ENSG00000145241.10,CENPC,0.165400269
ENSG00000268282.1,CTD-2620I22.2,0.165382849
ENSG00000267809.1,NDUFV2P1,0.165375366
ENSG00000171806.11,METTL18,0.165341132
ENSG00000198380.12,GFPT1,0.165304406
ENSG00000103642.11,LACTB,0.165263647
ENSG00000164104.11,HMGB2,0.165165367
ENSG00000233058.1,LINC00884,0.16515721
ENSG00000280157.1,RP11-520H14.7,0.16512641
ENSG00000229111.1,MED4-AS1,0.165093235
ENSG00000280212.1,RP11-49K24.3,0.165056938
ENSG00000205808.5,PLPP6,0.165051255
ENSG00000277794.1,Metazoa_SRP,0.165017159
ENSG00000164845.16,FAM86FP,0.165003716
ENSG00000197063.10,MAFG,0.164967671
ENSG00000259172.1,RP11-299G20.2,0.16495378
ENSG00000188986.6,NELFB,0.164944508
ENSG00000231333.2,RPL34P6,0.164940734
ENSG00000198863.7,RUNDC1,0.164928659
ENSG00000136699.19,SMPD4,0.164921083
ENSG00000186038.9,HTR3E,0.164903931
ENSG00000177459.10,ERICH5,0.164884163
ENSG00000220875.1,HIST1H3PS1,0.164883404
ENSG00000283538.1,RP11-180P8.1,0.164846993
ENSG00000275175.1,CTD-2313J17.7,0.164805956
ENSG00000274765.1,RP11-139H15.7,0.164788209
ENSG00000271557.1,YPEL5P2,0.164777522
ENSG00000197150.12,ABCB8,0.164640963
ENSG00000128645.14,HOXD1,0.164556699
ENSG00000240613.3,RN7SL98P,0.164521831
ENSG00000243141.2,RPL23AP66,0.164489587
ENSG00000162702.7,ZNF281,0.164461652
ENSG00000275881.1,Metazoa_SRP,0.164448441
ENSG00000280094.2,OR1B1,0.164398422
ENSG00000120798.16,NR2C1,0.164369479
ENSG00000108599.14,AKAP10,0.164357958
